text,perspective_score,flair_score,textblob_score,vader_score,detoxify_original_score,detoxify_unbiased_score,detoxify_multilingual_score,has_swearing
"text, okay, mmhm, cool",0.029984225,0.0837822506388495,0.2875,0.0,0.0007123876130208,0.0005259336321614,0.0005647474317811,False
"sh, should we do that? yeah, yes, no doubt are y",0.13610743,0.9678790920825566,0.5,0.0,0.0091011151671409,0.0553398132324218,0.0490980446338653,False
"well, i was born in in nineteen fifty, and so i",0.022945397,0.8138496129708759,0.5,0.0,0.0008686722721904,0.0005062313866801,0.0008499219547957,False
i grew up,0.036851373,0.0188032960776375,0.5,0.0,0.0136034274473786,0.0003661166410893,0.000459931557998,False
i,0.018187003,0.1366342091974313,0.5,0.0,0.0033499409910291,0.0007452693535014,0.0005561164580285,False
"my first recollection was uh, growing up on the west side",0.055732824,0.1899224785409004,0.375,0.0,0.000828200194519,0.0003870423533953,0.0004130008164793,False
"i, i don't know",0.019297661,0.9925029349648972,0.5,0.0,0.0009338714880868,0.0027510905638337,0.000443186116172,False
"do you know the city? i? i, um, my family lived in a house on rdaddress2 street",0.019436494,0.2104695872309238,0.5,0.0,0.0011375069152563,0.0004677824035752,0.0004921549116261,False
mm,0.033246122,0.1480038304749016,0.5,0.0,0.0010840946342796,0.0008179078577086,0.0005002457182854,False
"okay, fine, okay, very close, right, yeah, it's a",0.021102477,0.8359522113327316,0.3097619047619048,0.0,0.0007888009422458,0.0006290399469435,0.002359899925068,False
it's a different neighborhood,0.03204437,0.9150602144646324,0.5,0.0,0.0007537912460975,0.0004208443278912,0.0003864187456201,False
"um now than it was when i grew up, um",0.044748597,0.8892575575942158,0.5,0.0,0.0010799730662256,0.0006177935865707,0.0016681252745911,False
"rdaddress1 street ran all the way through rdaddress1 street, um it or it crossed no rdaddress2, and like came into uh, rdaddress3 and came into corn hill, wasn't called corn hill at that time, but um, there was a railroad trestle that that went through the neighborhood, so that's my",0.035134587,0.9998347741126082,0.5,0.031,0.0018607749370858,0.0004824653442483,0.0004631758783943,False
"so when i was young i, i, i, uh, i",0.038911518,0.8327342702809413,0.45,0.0,0.0006991845439188,0.0005886660073883,0.0017736185109242,False
"s spent time on uh, on rdaddress1, street, went to number mission san josé high school school, and um, probably around uh, fifth or sixth grade",0.036336336,0.8349070026212027,0.485,0.0,0.0012117404257878,0.0004147239087615,0.000375113391783,False
"my family moved over to the east side, um, w, um",0.05373499,0.1600867185566553,0.5,0.0,0.0011660602176561,0.0009838425321504,0.0007531478768214,False
"rdaddress1 street, which is a small street off of 3rd ave",0.019297661,0.8309830964141929,0.5625,0.0,0.0026933839544653,0.0005830759182572,0.000421724806074,False
