text,perspective_score,flair_score,textblob_score,vader_score,detoxify_original_score,detoxify_unbiased_score,detoxify_multilingual_score,has_swearing
"text, i was born in dc, at georgetown university hospital",0.030670939,0.9969250417227634,0.5,0.0,0.0006771839107386,0.0005184981855563,0.0003068120568059,False
"mmhm, in dc",0.027580723,0.997712885039608,0.5,0.0,0.0008694468997418,0.0005443894187919,0.0009922381723299,False
"the neighborhood i call home is deanwood, i've n",0.03616466,0.0014617496183571,0.5,0.0,0.0011054170317947,0.0005925789009779,0.0036969885695725,False
i've lived here the majority of my life,0.027237365,0.0012982203473329,0.5,0.0,0.0009235857869498,0.0003584625956136,0.0005670732352882,False
"i've lived in richmond, virginia",0.036336336,0.0627031486850333,0.5,0.0,0.0006858040578663,0.0003570468688849,0.0002315512538189,False
"i lived there five, six years",0.017076347,0.1035024351764545,0.5,0.0,0.0008001103415153,0.0003271221066825,0.000546021386981,False
that's it,0.026894007,0.0020065193550169,0.5,0.0,0.0024011139757931,0.0004883286892436,0.0007734958198852,False
"mmhm, um",0.012811388,0.9983577929848774,0.5,0.0,0.0028821071609854,0.0005733143771067,0.0006635509198531,False
i grew up in deanwood in dc,0.03994159,0.0353547184438427,0.5,0.0,0.0007443728973157,0.0004014150181319,0.0003746377187781,False
um,0.012811388,0.2300713788727334,0.5,0.0,0.0011565451277419,0.0007473072619177,0.0008661823230795,False
"after i came back to dc, um, the dc area, i lived in riverdale, bladensburg, brentwood, and now cheverly high school or college high school",0.024490505,0.0119614196093143,0.4466666666666666,0.0,0.0007384401396848,0.0005006867577321,0.0003321413241792,False
i attended st,0.029469188,0.7897632583733275,0.5,0.0,0.0020308594685047,0.0004023055080324,0.0002615957928355,False
patrick's academy in northwest dc,0.016521018,0.0747741242630528,0.5,0.0,0.0006710894522257,0.0004806235665455,0.0003216640034224,False
college,0.02054715,0.0352083557228658,0.5,0.0,0.0010598938679322,0.0006805805605836,0.0004632683994714,False
i attended virginia commonwealth university mm,0.034104515,0.2330466161838962,0.5,0.0,0.0007937593618407,0.0004436187155079,0.0002062760904664,False
my occupation is executive assistant at boys and girls clubs of greater washington,0.031701013,0.0087500528258853,0.25,0.0,0.0009056294802576,0.0039508314803242,0.0014197666896507,False
"my father was born in rich square, north carolina",0.020269485,0.0207871423493842,0.3125,0.0,0.0008254663553088,0.0007561737438663,0.0005441048997454,False
"yes, it's it's about as big as this room",0.05133759,0.2119728580154049,0.5,0.0,0.0010212472407147,0.0005950269987806,0.0014561178395524,False
"it is very north and very east, um in the state, so it's about an hour from emporia, virginia, mmhm, mmhm, my mother was born in taylors, south carolina",0.083939545,0.076778408390199,0.4,0.0,0.0008264462230727,0.0005935401422902,0.0005875808419659,False
"my father, um, who's now retired was a a janitorial supervisor, um, two major companies",0.007948137,0.0032264769238352,0.46875,0.0,0.0011000030208379,0.0007929625571705,0.0013572099851444,False
one,0.018464668,0.0237869075610486,0.5,0.0,0.0008361552027054,0.0004634510260075,0.0004274109378457,False
he worked for um,0.025692256,0.1508928722040354,0.5,0.0,0.0006893319077789,0.0006766561418771,0.0006845032912679,False
"architect of the capitol, so he was the s janitorial supervisor for the senate office, all the senate office buildings, and he retired as the um janitorial supervisor and grounds keeper supervisor at gallaudet university",0.013050216,0.0683834289623422,0.5,0.0,0.0009151615668088,0.0004766480706166,0.0004340332525316,False
"my mother, uh, retired, also worked for department of the army as an insurance benefits examiner",0.008225801,0.0114803985715284,0.5,0.0,0.0007142913527786,0.0008655578130856,0.0008475334616377,False
"okay, mmhm, i'm an only child almost a year",0.048525527,0.8508776070878301,0.375,0.0,0.0023020105436444,0.0008033124031499,0.0010076151229441,False
"mmhm, mmhm, mmhm, we lived in a single family house",0.02929751,0.9854165090831016,0.5357142857142857,0.0,0.0078225769102573,0.0003896501148119,0.0004333760880399,False
my parents,0.015479778,0.002451806549909,0.5,0.0,0.0022417181171476,0.0008607538184151,0.0004453794681467,False
s,0.0495556,0.1787498316873413,0.5,0.0,0.0025115853641182,0.0020734022837132,0.0005548478220589,False
"well, my father still in the house",0.024662184,0.8536979878121072,0.5,0.0,0.0017826553666964,0.0013396694557741,0.0007772330427542,False
"yeah, mmhm, i was in deanwood last night at his house",0.04131502,0.8913617860555518,0.5,0.0,0.0010162889957427,0.0006641102372668,0.000574815494474,False
"mmhm, so well, when i was growing up in the sixties and seventies, deanwood w was more like the suburb of dc",0.08330294,0.1866924009941578,0.25,0.0,0.0009537121513858,0.0004110812442377,0.0006769422325305,False
a suburb more so than inner city,0.11085691,0.215839861837883,0.375,0.0,0.0010165990097448,0.0004507442063186,0.0004865356895606,False
um,0.012811388,0.2300713788727334,0.5,0.0,0.0011565451277419,0.0007473072619177,0.0008661823230795,False
