text,perspective_score,flair_score,textblob_score,vader_score,detoxify_original_score,detoxify_unbiased_score,detoxify_multilingual_score,has_swearing
"text, i was born in valdosta, georgia claim like not really we",0.05253629,0.9999107994851704,0.55,0.0,0.0008912986377254,0.0006104561616666,0.0005504132714122,False
"okay, when i grew up, we stayed on rdaddress2 drive",0.024833864,0.8685784644743825,0.25,0.0,0.0012560909381136,0.0004334944824222,0.0006309950258582,False
it is literally like right down the street from,0.030155903,0.1235922755036431,0.4674603174603174,0.0,0.0011151529615744,0.0005518342368304,0.0014035258209332,False
i don't know if you know where ora lee west is,0.015202113,0.1451707532701838,0.5,0.0,0.0010684777516871,0.0007084794342517,0.0005029845051467,False
"yeah, east side",0.027580723,0.0180097717033078,0.5,0.0,0.0014718067832291,0.0005957913235761,0.0004647778114303,False
"yeah, i guess i don't really be knowing",0.021518974,0.998787761129068,0.4,0.0,0.000714590656571,0.0007696442189626,0.0005133427912369,False
i don't claim no sides,0.02517722,0.9975890528407398,0.5,0.0,0.0016471329145133,0.0003909540828317,0.0004929084097966,False
"um, and then we moved to lake park",0.012425472,0.7967025195315748,0.5,0.0,0.0007986869313754,0.0005301124765537,0.0005499725230038,False
"no, no, no missing something",0.0358213,0.9982521706004998,0.45,0.0,0.000836371211335,0.0004517910128924,0.0007015871233306,False
"we moved to clyattville and that's when i started going to mission san josé high school and then we moved to lake park, and we moved back to rdaddress2",0.018048171,0.966838419630336,0.46,0.0,0.0014606014592573,0.0003857821575365,0.0003362201969139,False
to my childhood home,0.018742332,0.0007813762438375,0.5,0.0,0.0008305861847475,0.0003778538084588,0.0005658870213665,False
"mmhm, yep, we built a house out there and we had to let it go",0.033246122,0.9945120076171816,0.5,0.0,0.0018883796874433,0.0004429561377037,0.0004377162258606,False
"um for twenty two years, twentythree years",0.02124131,0.004236830734617,0.5,0.0,0.0021094279363751,0.0003592432767618,0.0012188247637823,False
"yep, my whole life",0.019714156,0.0009418060371313,0.4,0.0,0.003708915784955,0.0004321463347878,0.001218891935423,False
"no, just valdosta seventh grade",0.03736641,0.9876178479471276,0.5,0.0,0.0013847220689058,0.0003936928405892,0.0005428851582109,False
"okay, i went",0.028610796,0.9761780681892486,0.25,0.0,0.0009683352545835,0.0005239202291704,0.0004421179473865,False
"i started in prek at um, mission san josé high school and i went",0.034962907,0.0257084049773708,0.42,0.0,0.0008264686330221,0.0005474244826473,0.0002416381757939,False
"i wanna say around kindergarten first grade, maybe all the way up to second grade",0.20449556,0.8287403760750927,0.4375,0.0,0.0011173142120242,0.0003887826460413,0.0004723507736343,False
"i was in valdosta, mission san josé high school",0.020130653,0.1390966243938284,0.42,0.0,0.0009833261137828,0.0004320760781411,0.0003643284435383,False
i think i went to um,0.035134587,0.8856597521018449,0.5,0.0,0.0008276851149275,0.0006291946629062,0.0003634507593233,False
mission san josé high school,0.0026031018,0.0029756552631671,0.42,0.0,0.0011401560623198,0.0005107995239086,0.0004842678026761,False
"at the time it was mission san josé high school, but now it's mission san josé high school, but i went there and then for my third and fourth grade",0.026894007,0.0081696406032875,0.46,0.0,0.0007678289548493,0.0003717079525813,0.0003136705781798,False
"no, you know what? f, third, fourth and fifth? no, it was starting in fourth",0.14373457,0.9998893412924948,0.5,0.0,0.0008915173821151,0.00069326342782,0.0010718032717704,False
"i went to back to mission san josé high school and then um, did i say third and fourth or fourth and fifth? okay, yeah, just third through fifth, cause i don't remember what happened between that time, but um, and then i went to mission san josé high school sixth grade and then started mission san josé high school in seventh grade",0.031529333,0.9861970771676544,0.4455555555555555,0.0,0.0010269919876009,0.000376012380002,0.0003103787312284,False
"after i moved to clyattville, moved to the county area, though you know the funny thing, though i, i was crying, boohoo crying when we moved to the county, and i, my mom was like y'all have to go to mission san josé high school",0.08689302,0.0144822534487935,0.49875,0.118,0.0075278826989233,0.0013504698872566,0.00190677982755,False
i was like,0.020269485,0.0246130238473836,0.5,0.0,0.0018684471724554,0.0007264238083735,0.0008885335410013,False
"i, really, we were like both me and mary",0.020824814,0.005037102109227,0.4,0.0,0.0014765216037631,0.0004196430963929,0.0004628819297067,False
"we were both like, really sad",0.038911518,0.9992459829518237,0.75,0.343,0.0016026061493903,0.0005400301306508,0.0009867830667644,False
we was like we don't wanna go to that school,0.06332459,0.9995091438425509,0.5,0.0,0.0041795400902628,0.0127184735611081,0.0009980775648728,False
we don't wanna go to that lame school,0.39108577,0.994314353820205,0.75,0.286,0.2374168634414672,0.5279669761657715,0.5931550860404968,False
"oh my god, and then i became attached to them so well, i became attached",0.15451296,0.0025748043027729,0.5,0.0,0.0013851440744474,0.0005449098534882,0.0030308333225548,False
i would say more so to the people than the school,0.050242316,0.9971472226929448,0.25,0.0,0.0006712861359119,0.0011008562287315,0.0008317789761349,False
