text,perspective_score,flair_score,textblob_score,vader_score,detoxify_original_score,detoxify_unbiased_score,detoxify_multilingual_score,has_swearing
"text, uh, yes, i do",0.029984225,0.0417971247501362,0.4117647058823529,0.0,0.0008199946023523,0.0004814782587345,0.0004771081148646,False
"uh, getting called mo mo bob, um, we use dc uses a lot of slang and we c, um, young, um, say nah, a lot for real",0.15859914,0.995084716140338,0.3235294117647058,0.051,0.0010667945025488,0.0014490864705294,0.0028563805390149,False
"whatever, um, slim",0.04818217,0.9825659558675648,0.4117647058823529,0.0,0.0011259012389928,0.0009775958023965,0.0020549234468489,False
"what's up, slim homie ace, uh, kill, kill mo",0.5750231,0.0353775021694499,0.4117647058823529,0.573,0.7534690499305725,0.9151431918144226,0.8764092326164246,False
"like, if you, uh, say like, um, i use it like, um, if you, just you do something that i like and i'm kill mo for real",0.57027644,0.0012836681997565,0.2941176470588235,0.128,0.5655701160430908,0.81401526927948,0.5814447999000549,False
"yeah, don't m i, mary",0.029640866,0.2146715853978823,0.4117647058823529,0.0,0.0458159148693084,0.0066512464545667,0.0006116279400885,False
i still don't understand that cause i know growing up we used slang,0.051737156,0.9997110181828456,0.4117647058823529,0.0,0.0025710978079587,0.0004379148886073,0.0007225801819004,False
our slang had a meaning to it like,0.050585672,0.8857030418555112,0.4117647058823529,0.0,0.0013698523398488,0.0003623150405474,0.0008191387169063,False
"uh, you know exactly what i'm talking about",0.053335425,0.0487544156457426,0.2647058823529412,0.0,0.0007355657871812,0.0004540814552456,0.0015431334031745,False
"oh, that look tight or bumping, was my favorite",0.1710401,0.0174470387768534,0.3172268907563025,0.0,0.0065625053830444,0.0020580070558935,0.0172988716512918,False
"uh, but now they take names and use it as slang like calling me bob",0.11407687,0.979797768759945,0.4117647058823529,0.0,0.0025670365430414,0.0011128940386697,0.0010293335653841,False
"uh, yeah, do i think they talk differently? yes, i think, um, a lot of people get lazy",0.21109697,0.9860909915998564,0.4852941176470588,0.112,0.120859295129776,0.087180495262146,0.1937941461801529,False
i caught my daughter doing it a couple times,0.08555053,0.9950780101885164,0.4117647058823529,0.0,0.0007979696383699,0.0009326040162704,0.0047942684032022,False
"i told her don't ever say it again, and the word put a a at almost everything",0.11021292,0.9997138495847258,0.4117647058823529,0.0,0.0016219960525631,0.0073018311522901,0.0010724049061536,False
daddy,0.07091636,0.0058198422497854,0.4117647058823529,0.0,0.0093873031437397,0.0089453924447298,0.0106152920052409,False
"uh, why, uh, they do that a whole",0.047495455,0.1686569534282673,0.2941176470588235,0.0,0.001101886620745,0.0004737915587611,0.0044268267229199,False
"well, a lot of females do do that a whole lot",0.09172598,0.8548369464206967,0.2941176470588235,0.0,0.1259809136390686,0.0050291484221816,0.0069860029034316,False
put a a at the end of everything,0.11343288,0.1551235975470403,0.4117647058823529,0.0,0.0150872319936752,0.0083431331440806,0.0007779740844853,False
i don't like it,0.078108564,0.999992846984724,0.4117647058823529,0.413,0.0122651448473334,0.0297970920801162,0.0010628727031871,False
i don't see it,0.019019997,0.9999617313682728,0.4117647058823529,0.0,0.0008335030870512,0.0005310769192874,0.0004767541540786,False
