text,perspective_score,flair_score,textblob_score,vader_score,detoxify_original_score,detoxify_unbiased_score,detoxify_multilingual_score,has_swearing
"text man, cause that's a extra bill, man",0.05493369,0.9070024587490476,0.5,0.0,0.0025458000600337,0.0041818963363766,0.0061808815225958,False
it's a extra bill man,0.06012806,0.0061255467492415,0.5,0.0,0.0037271052133291,0.0029644405003637,0.0088807605206966,False
"i don't need it right now, man",0.064523295,0.9941251179070212,0.3571428571428571,0.0,0.0010687622707337,0.0096757020801305,0.0115679213777184,False
i don't need no kids,0.09816993,0.1833839973000942,0.5,0.0,0.0091635379940271,0.035944677889347,0.0008133407100103,False
"i mean, i ain't even ready to get married yet, so why would i bring a kid into this world? i mean, i grew up without my dad and i finally moved to georgia with my dad, but man, he was there like salt and pepper every now and then, but i don't wanna be that type of dad",0.15976663,0.0360397654887583,0.5175,0.025,0.0022105365060269,0.0017783254152163,0.0060192812234163,False
"i wanna be able to fully develop some time into my kids, and you know, not saying, i'm running from the responsibility, but like i said, i just know it's growth right now",0.026894007,0.0027906338212312,0.3035714285714286,0.0,0.0007421679329127,0.0004490001301746,0.000518066866789,False
"i'm still growing in myself, still learning who i am, hence the name i am",0.032559406,0.0003642237930474,0.5,0.0,0.0008509576437063,0.0004244111769367,0.0003649365680757,False
"you know what i'm saying, so that's where i'm at with it",0.05373499,0.0010121665947707,0.5,0.0,0.0007708443445153,0.0004345764173194,0.0020142924040555,False
"um, nah, not really",0.01631277,0.9999729961737724,0.55,0.318,0.0008739437325857,0.0007355959969572,0.000515469815582,False
"i tried dumbing it down, but i just can't do it",0.3093897,0.9980295552407228,0.5777777777777778,0.111,0.0081491731107234,0.063591681420803,0.0554843805730342,False
"it's like you, you learn so much and you b",0.103539884,0.0051272099286094,0.4,0.0,0.0603410862386226,0.0039388029836118,0.0071782176382839,False
you wanna spit it out and that's how i am,0.4151741,0.006665831912627,0.5,0.0,0.1906399577856063,0.0535480454564094,0.1970655173063278,False
"man, that dumbing it down and n tryna sound dumb on interviews and and stuff, it's like i'm just gonna speak my mind",0.44805592,0.9982322925762636,0.5217592592592593,0.176,0.0971603691577911,0.6622017621994019,0.6813676357269287,False
i don't think i'm the smartest,0.15743166,0.999934368183937,0.5,0.0,0.0021176966838538,0.0056065875105559,0.0058226035907864,False
i ain't the dumbest,0.43275943,0.0027557911359552,0.5,0.0,0.4654687047004699,0.964424967765808,0.9667091369628906,False
i just speak,0.026035614,0.0722082611380872,0.5,0.0,0.000723578967154,0.00040577276377,0.0007701471913605,False
