text,perspective_score,flair_score,textblob_score,vader_score,detoxify_original_score,detoxify_unbiased_score,detoxify_multilingual_score,has_swearing
"text, okay, well, you got the right one",0.02792408,0.9974865628332468,0.2538265306122449,0.0,0.0007808379596099,0.0003800127888098,0.0010985536500811,False
i like to run my mouth,0.45353866,0.0103641580974986,0.4642857142857143,0.0,0.6011632680892944,0.2788074016571045,0.2619547545909881,False
"sorry, my phone",0.019297661,0.9992180305110266,0.7321428571428571,0.394,0.0012397369137033,0.0006828197510913,0.0004309995565563,False
good,0.020408317,0.0342456559071972,0.0892857142857143,0.0,0.0006751607870683,0.0004213386564515,0.0006420686841011,False
"okay, okay, i do",0.022074303,0.8707192259524339,0.1964285714285714,0.0,0.0010867598466575,0.0003769703616853,0.0004195515066385,False
i do,0.020824814,0.00584165810793,0.4642857142857143,0.0,0.0019158989889547,0.0003391294158063,0.0004902878426946,False
"yes, i actually grew up right down the street",0.03221605,0.0086114401149721,0.4410430839002267,0.0,0.0008360911160707,0.0003750849573407,0.0006657492485828,False
"um, born and raised",0.0253489,0.1818214521379356,0.4642857142857143,0.0,0.0011062166886404,0.0005425998242571,0.0008370947325602,False
"i grew up, um in the eleventh ward on rdaddress3 street, um, off the mary in in what people would consider the hood, but my street is very family oriented",0.06492286,0.0030782243686453,0.3571428571428571,0.0,0.0009261386585421,0.0004465764504857,0.0004941275110468,False
quiet street,0.020130653,0.0417588158960624,0.4642857142857143,0.0,0.0031473450362682,0.0005491545889526,0.000629048096016,False
"there's a church on my street, so you know there's s everybody that has been on my street has been there literally since i've been there with g, exception of maybe two or three houses, so yeah, all my life",0.10300289,0.0009289333777612,0.4642857142857143,0.0,0.0015060839941725,0.0011129396734759,0.0010699281701818,False
"yes, including me, i'm still there",0.027752401,0.0008666428631462,0.4642857142857143,0.0,0.000745318015106,0.0006506338831968,0.0010173710761591,False
i'm not going anywhere like i'm'a milk,0.10300289,0.8984834494996791,0.4642857142857143,0.26,0.0225415527820587,0.0063686561770737,0.0125196706503629,False
this one out,0.10461388,0.0025497683329329,0.4642857142857143,0.0,0.0021892169024795,0.0004803040646947,0.0006421304424293,False
i'm the baby right right? i'm like mm,0.0825038,0.0017337029833281,0.3112244897959184,0.0,0.0013862077612429,0.001610375707969,0.003430392825976,False
where i'm going,0.026207292,0.0001662173205779,0.4642857142857143,0.0,0.0014938390813767,0.0006474059773609,0.0015448564663529,False
"y'all need me here, so no, yup, um, twentysix years",0.06612156,0.2087014782224611,0.4642857142857143,0.0,0.0027047509793192,0.0027853173669427,0.0017528939060866,False
i've been there and my dad has been there since eighty,0.027580723,0.0012517114989482,0.4642857142857143,0.0,0.0006558700697496,0.0004243786097504,0.0003907383070327,False
"something, eightyseven, something like that, so he's been there almost thirty years, if not more",0.029125832,0.1445857323129213,0.5982142857142857,0.0,0.0007380908355116,0.0003475183621048,0.0008617295534349,False
at this point,0.017492844,0.1213751838166262,0.4642857142857143,0.0,0.0007076588808558,0.0003573322319425,0.0009633977315388,False
"yeah, wow, that's crazy to think about that",0.2712817,0.0006518150979093,0.5982142857142857,0.179,0.001294694840908,0.0050195972435176,0.0404044687747955,False
"um, definitely african american",0.11021292,0.0219210156274681,0.4642857142857143,0.0,0.0009280837257392,0.0549388639628887,0.0127957230433821,False
"primarily, um, there is a more",0.021796638,0.0414371405256127,0.2232142857142857,0.0,0.0006556853768415,0.0004128575383219,0.0006377319805324,False
"i'm not sure, but over the years i've kind of subconsciously labeled them as mormon",0.22333995,0.9941054396607582,0.4017857142857143,0.096,0.0007913328008726,0.0071503613144159,0.0018971664831042,False
"i don't know if they're mormon, but they kind of behave like mormons",0.22952124,0.9978400391506316,0.1428571428571428,0.0,0.0185658652335405,0.1711341738700866,0.0058705792762339,False
"at the end of my street, there's a family um of white people and you kind of have seen the family evolve over the years, but they're very secluded",0.22991583,0.1199140390898312,0.3214285714285714,0.0,0.0069714393466711,0.042387556284666,0.0166051257401704,False
keep to themselves,0.05852979,0.0112515147920599,0.4642857142857143,0.0,0.1814112961292266,0.0100241228938102,0.0029814720619469,False
they look like they make their own clothes and i've never,0.1550967,0.1242568503173835,0.1428571428571428,0.0,0.0054748770780861,0.0025780836585909,0.0037109761033207,False
"i've only seen them drive a few times, but usually they walk everywhere, so um, other than that it's mostly um",0.03599298,0.9332904353361868,0.4723214285714285,0.0,0.0007050409913063,0.0004637833335436,0.0007987687713466,False
african americans,0.1019289,0.0115065780571677,0.4642857142857143,0.0,0.013516123406589,0.1227283552289009,0.0066123506985604,False
"there's a few houses that are rented, so i've seen a few asian people move in and out",0.15743166,0.8777042875544744,0.5357142857142857,0.0,0.001243052422069,0.0012509395601227,0.0130694191902875,False
"um, and one",0.018881164,0.1621406299269859,0.4642857142857143,0.0,0.0006544947973452,0.0004857372841797,0.0005764705128967,False
um,0.012811388,0.2300446226595605,0.4642857142857143,0.0,0.0011565451277419,0.0007473072619177,0.0008661823230795,False
"actually, i take that back two of my neighbors and one of my best friends and my first best friends that lived next door to me",0.036508016,0.0027104122916769,0.2633928571428571,0.0,0.0005981569411233,0.000929158704821,0.000431319931522,False
"she was white, too, so my first best friend was actually a white girl",0.25219622,0.0100431086126024,0.296875,0.0,0.017626479268074,0.062990628182888,0.0383343547582626,False
"um, and then my neighbor on my other side, she's white also, so there's a mix, but mostly african american",0.22510603,0.9082251495121372,0.4810267857142857,0.0,0.0024253283627331,0.0775945261120796,0.0310770887881517,False
"yeah, funny thing is my mom did not, um",0.11729682,0.2028743346985586,0.3303571428571428,0.0,0.0069952979683876,0.0011859897058457,0.0032394533045589,False
"she didn't play that, so she w",0.104076885,0.9864510977734569,0.4642857142857143,0.253,0.0071738315746188,0.0032112007029354,0.0049260854721069,False
"she would let me go out there with um kids across the street, my best friend next door",0.22982138,0.0384069305201466,0.1964285714285714,0.0,0.0013154830085113,0.006124606821686,0.0063292519189417,False
she'd let me go next door,0.12244874,0.9118061984128736,0.4642857142857143,0.0,0.0052934773266315,0.0020839790813624,0.0155187500640749,False
"her name was mary, and when mary moved, i was about six or seven",0.024147147,0.0493880627530738,0.4642857142857143,0.0,0.001345545053482,0.0005969992489553,0.0008518739487044,False
"my mom kind of said okay, i don't know if i really like the other neighbors, so you know, we gonna keep you in front of our house in the backyard where i can see you",0.27359754,0.0058714621819085,0.3069196428571429,0.0,0.0116539718583226,0.0684404745697975,0.0055574276484549,False
"um, i did play across the street with the kids",0.08367105,0.7832703175862515,0.4642857142857143,0.0,0.0026019883807748,0.0006966275395825,0.0005350245046429,False
there weren't a ton of kids my age,0.03599298,0.7695514725298831,0.4642857142857143,0.0,0.0077318022958934,0.0005139045533724,0.0007515641045756,False
"actually, do you you remember mary? yeah, he lives on my street too, so um, i grew up playing with him too, but he's a boy",0.05773066,0.0446046877039716,0.4642857142857143,0.0,0.0064492817036807,0.0025951291900128,0.0013903751969337,False
"so of course you know, mom's like okay, as far as i can see you with that one",0.1334155,0.914420164721156,0.3035714285714285,0.0,0.0358149521052837,0.0010084060486406,0.0097157359123229,False
"um, so i played with him and then there were another set of kids across the street, but they got a dog",0.28517663,0.868348013826706,0.4642857142857143,0.0,0.0140846278518438,0.0012537421425804,0.0009892615489661,False
"um, when i was about eight, maybe my mom didn't like it was a pitbull, so my mom was like, no, you can't go over there anymore, so i spent a lot of time, um, actually with my aunt, um, who lived on rdaddress2",0.13969667,0.1942493635340001,0.4910714285714286,0.045,0.0082805408164858,0.010435864329338,0.017289899289608,False
"cause my mom worked evenings, and my dad worked a trick shift, so he was working days and nights, so i spent a lot of time over there, ton of kids over there, though that i used to play with, so yeah, no, i was really family oriented",0.044748597,0.9817504290296448,0.4375,0.023,0.001308013102971,0.0006154202856123,0.0009551060502417,False
"my mom, um, didn't like me being outside of the family, so if anybody watched me, it was family",0.062925026,0.1045419620498765,0.4642857142857143,0.105,0.0073507451452314,0.0026363676879554,0.0029798904433846,False
"so i was always at my uncle's house or my aunt's house or my grandmother for a very long time took care of me, um, my other",0.020269485,0.0015325254839734,0.5151785714285714,0.0,0.0007792777032591,0.0010217864764854,0.0010420841863378,False
"both, i know, both of my maternal or my maternal, and my paternal grandmothers took care of me until my mother's mom moved to alabama, and then my father's mom watched me, and as i got older, you know, i got bored at my grandma's house, so i started going to my aunt's house, so yeah, definitely, yeah",0.040628307,0.0,0.5238095238095238,0.032,0.0023024543188512,0.0011985935270786,0.0007391283288598,False
i had a no business on the east side,0.0358213,0.2321184795392051,0.4642857142857143,0.216,0.0033563310280442,0.0011073099449276,0.0006849013734608,False
i didn't even know the east side existed,0.08290337,0.9826900024618164,0.4642857142857143,0.0,0.0013631092151626,0.0004104913095943,0.0004879580519627,False
"um, my mom was good about taking me to",0.13386416,0.0768324289783819,0.0892857142857143,0.0,0.004009461030364,0.0030245347879827,0.006396543700248,False
she always took me out,0.13969667,0.0025932524768675,0.4642857142857143,0.0,0.0075496565550565,0.0070985155180096,0.0088128251954913,False
"you know, whether it was like a weekend at corning museum or you know, doing different things",0.028782474,0.9867868704708984,0.4642857142857143,0.0,0.0008086189627647,0.0004397699667606,0.0004749549843836,False
"she took me out, but i didn't have no business on the east side",0.064523295,0.7912714596783663,0.4642857142857143,0.0,0.0023835012689232,0.0020119806285947,0.0005888719460926,False
i didn't know what it was until i got older,0.02809576,0.1677451370182693,0.375,0.0,0.0009689867729321,0.0004195742949377,0.0007713476079516,False
so definitely a west sider,0.019852988,0.0128393268332634,0.4642857142857143,0.0,0.0300849936902523,0.0006686112610623,0.0003210053546354,False
"um, so the the west side, i'd say not even i don't know",0.046465382,0.97117624162282,0.4642857142857143,0.0,0.0009957971051335,0.0007832901901565,0.0005428108852356,False
i feel like,0.018048171,0.9895555795312772,0.4642857142857143,0.0,0.0012529565719887,0.0004054058226756,0.0004407328960951,False
"um, there's m more family oriented people, working class people, um families, working class people",0.025005542,0.9961490454053146,0.1964285714285714,0.0,0.0022995884064584,0.0005864282720722,0.0005161204608157,False
"whereas the east side is kind of, it's bigger, so you have more opportunity for subsidized housing and people that get um",0.028954152,0.9414522809951938,0.2678571428571428,0.0,0.0017445615958422,0.0004935605102218,0.0005334164598025,False
"you know, government assistance",0.020408317,0.8367446679021449,0.4642857142857143,0.0,0.0007010393892414,0.0005770914140157,0.0008466504514217,False
"not saying that that doesn't exist on this side, but i just find that there's a higher percentage of homeowners per se on the west side, but it's smaller, so i don't know percentagewise if you could, actually how it would stack up, but the east side is kind of like the wild wild west",0.035306264,0.9379682443552574,0.3705357142857142,0.0,0.0007878206088207,0.0003809481859207,0.0003365150769241,False
"yeah, yeah, on the west side, you know, with the exception of maybe like jefferson, you know, there's a few areas that are kind of like woo",0.05373499,0.7826254170335052,0.3571428571428571,0.0,0.0007186150760389,0.0004606812144629,0.0004739008727483,False
"i wouldn't go over there, but it's more of a friendly neighborhood",0.03444787,0.1986243929655232,0.2299107142857143,0.0,0.0006123929051682,0.0004916733596473,0.0005648431833833,False
i'd say my opinion,0.017631676,0.006940027646259,0.4642857142857143,0.0,0.0007154089398682,0.0004279772692825,0.0003247134154662,False
"oh gosh, i cannot think of the i went to kindergarten at either",0.09279997,0.9234222766378382,0.4642857142857143,0.0,0.0023366683162748,0.0010756031842902,0.0010872170096263,False
i think it was mission san josé high school,0.019436494,0.9987777945342904,0.3785714285714285,0.0,0.0007973273168317,0.0004049734270665,0.0003152123535983,False
