text,perspective_score,flair_score,textblob_score,vader_score,detoxify_original_score,detoxify_unbiased_score,detoxify_multilingual_score,has_swearing
"text four, three seventytwo washington, dc",0.02124131,0.0425136644432684,0.5,0.0,0.0007677740068174,0.0004073125019203,0.0003740661777555,False
i wanna say anywhere uptown,0.047495455,0.0492595933504602,0.5,0.0,0.0010333901736885,0.0021724104881286,0.0005215985001996,False
"mmhm, yup, um",0.012811388,0.0,0.5,0.0,0.0007840635371394,0.0007811129908077,0.0006368867470882,False
"yeah, i've lived in pennsylvania, harrisburg, pennsylvania",0.055333257,0.1476576528109999,0.5,0.0,0.0006648441194556,0.0004284082679077,0.0002687043452169,False
"let's see, i wanna say, maybe like three years, uh, i graduated from mission san josé high school high school in dc",0.049212243,0.9920651821923284,0.42,0.0,0.0006181249045766,0.0004872227727901,0.0003477569844108,False
now i am an entrepreneur,0.016035106,0.0015100668390484,0.5,0.0,0.0023457698989659,0.0007680993294343,0.0003373103390913,False
"i do fitness for children and adults too, but mostly for children",0.046465382,0.0933145005908082,0.25,0.0,0.0012045829789713,0.0004838882596231,0.0003330408944748,False
"i think both of them were born in washington, dc",0.019297661,0.1678443836854363,0.5,0.0,0.0006214970489963,0.0004277669941075,0.0003578834875952,False
"mmhm, yes, my mom is deceased and my dad, he works for a state senator in florida",0.040284947,0.999142184275246,0.5,0.0,0.0009938447037711,0.0010877515887841,0.004084326326847,False
"yes, mm",0.02809576,0.0040632168551654,0.5,0.0,0.000966539257206,0.000700012256857,0.0005661764298565,False
let's see when i was young,0.040284947,0.0187761827006516,0.45,0.0,0.0007058409973978,0.0006331824115477,0.0007225911249406,False
"i lived with my grandparents up until maybe five years old, maybe up to about five years old, and then went to live with my dad in maryland for a while, then went to live in harrisburg with my mom for three years, and then we came back to dc",0.05493369,0.0054788914771159,0.4527272727272727,0.0,0.0011517017846927,0.0005878269439563,0.0005265229847282,False
"so mostly uptown, everywhere uptown, dc",0.029125832,0.943758392882344,0.25,0.0,0.0006586645031347,0.0053541669622063,0.0004324586770962,False
"um, growing up here was fun",0.04783881,0.042557835351301,0.35,0.0,0.0012164082145318,0.00037234366755,0.0007834824500605,False
"you know, it was safer because we didn't have all this stuff going on",0.039254878,0.9999606574908212,0.5,0.0,0.0006630752468481,0.000475851149531,0.0007622288540005,False
"you know, and then i like the what is it? take a village to raise a child, so everybody knew everybody's kid",0.049212243,0.1057513532556447,0.5,0.0,0.0013157322537153,0.0011109603801742,0.0021638616453856,False
"so you know if you got in trouble by the time you got home, somebody know you know your parent",0.052935857,0.0092364587628658,0.6,0.124,0.0049787135794758,0.000847699411679,0.0007430249243043,False
"yeah, uhhuh, found out you did such and such, but it was pretty much safe",0.06652113,0.9341030556164488,0.40625,0.0,0.0008681178442202,0.0005031559267081,0.0006861939909867,False
"um, we could stay outside until the street lights came on, and you know, didn't have to worry about anything but my, my years growing up in dc was fun",0.070516795,0.1593451797006363,0.425,0.0,0.0009601108613424,0.0005505313165485,0.000539313594345,False
"probably, yeah, i don't no, i don't remember nothing about the riots",0.038224805,0.9994700981282651,0.5,0.0,0.0007050201529636,0.0013511093566194,0.0012418932747095,False
"no, yeah, we stay outside",0.0334178,0.9834375189540734,0.5,0.0,0.0014498332748189,0.0006940421299077,0.0005954263615421,False
we,0.015063282,0.0091431991331533,0.5,0.0,0.001508034300059,0.0005214779521338,0.0004386704822536,False
okay,0.017145762,0.7800455389543745,0.25,0.0,0.0009591358248144,0.00058264285326,0.0005273594870232,False
"this was like, maybe, especially like in the summer time, so our day would consist of you",0.040971663,0.7645358276881552,0.5,0.0,0.0017437662463635,0.0006955753779038,0.0008836186025291,False
get up in the morning,0.036336336,0.0433123769894605,0.5,0.0,0.0441248305141925,0.0015633174916729,0.0003502635518088,False
"you eat your breakfast about nine, ten o'clock, you outside until about twelve with your grandparents til you come back in and eat lunch",0.0681194,0.0629777600074154,0.5,0.0,0.0530599206686019,0.0016314618987962,0.0020551159977912,False
then you go right back outside and you stay out there til about,0.047495455,0.8164766726490131,0.4523809523809524,0.0,0.0173732787370681,0.0025258571840822,0.0028094905428588,False
i guess it,0.0253489,0.9967645256940116,0.5,0.0,0.0008103376021608,0.0003805525775533,0.0004592945042531,False
"g got dark about eight whenever the street lights came on, i mean, and we could be all over the neighborhood",0.077709,0.9995264890580882,0.615625,0.0,0.0009440248250029,0.0008981639984995,0.0005967247998341,False
"you know, um, playing jump rope, doubledutch",0.21362646,0.8511528323849653,0.5,0.0,0.6324895024299622,0.0093100918456912,0.0111021706834435,False
"whatever, going to the rec",0.030670939,0.989465745118064,0.5,0.0,0.000980159966275,0.0003845046157948,0.00210608006455,False
"um, it was just fun",0.037194733,0.0547064743314716,0.35,0.0,0.0007592077599838,0.0003557013114914,0.0006341704865917,False
"you know, once in a while you know you get that treat to mcdonald's cause you know we always had home cooked meals",0.03049926,0.0016363801374573,0.5,0.0,0.0022785756736993,0.0005556506803259,0.0010463658254593,False
"so you going to mcdonald's oh, we going to mcdonald's okay, uh, yeah, it was just it was just fun",0.059728492,0.1286715539799344,0.3,0.0,0.0019881431944668,0.0004980965168215,0.0015252096345648,False
"ah, yeah",0.018881164,0.0017454065757725,0.5,0.0,0.0008753362926654,0.0005665783537551,0.0004978520446456,False
i had um shoot,0.3063832,0.2443144485812033,0.5,0.444,0.008109544403851,0.1607397049665451,0.123370386660099,False
most of 'em was my cousins cause we kind of all almost all lived in the same building we lived on,0.018325835,0.003551913260497,0.3166666666666666,0.0,0.0014520634431391,0.0003559991600923,0.0004408600216265,False
uh rdaddress3,0.013258465,0.988813732443219,0.5,0.0,0.0034970785491168,0.0075441021472215,0.013744892552495,False
was it no rdaddress6? so we had the neighborhood kids around there,0.04268845,0.9999639956431152,0.5,0.167,0.0012924172915518,0.0008412912720814,0.0003421433502808,False
then we had friends in the building,0.02809576,0.00345978621817,0.5,0.0,0.0006292393081821,0.0004289483185857,0.0004280537250451,False
"uh, it was just it was just fun",0.046122026,0.23559114131874,0.35,0.0,0.0008177519775927,0.0003547997621353,0.000679031247273,False
"um, yeah, some of my friends was mostly friends from school from elementary school",0.040284947,0.0094385660013063,0.3,0.0,0.0006255085463635,0.00053201476112,0.0002901022089645,False
when you know we used to be outside,0.028439116,0.1034767601264861,0.5,0.0,0.0008568708435632,0.0005798426573164,0.0003753975906874,False
"um, the boys used to like to tease us and everything we'd play",0.1668969,0.8393630745813264,0.5,0.134,0.0043691908940672,0.0028592206072062,0.0032691983506083,False
"you know, jump rope or we doing cheers, and it so funny, cause the boys knew all the cheers, so they would do the cheers with us",0.36944604,0.0001804390534609,0.375,0.0,0.0010061896173283,0.0027841785922646,0.0006741022225469,False
"yeah, so funny",0.04543531,0.0002196921478461,0.375,0.0,0.0009311953326687,0.000376461277483,0.0004948602290824,False
